AGS;GEMEINDE;STT;STADTTEIL;STADTVIERTEL;Stand_Einwohner;EINW_HW_GESAMT;EINW_HW_FRAUEN;EINW_HW_DEUTSCH;EINW_HW_NICHTDEUTSCH;EINW_HW_unter18;EINW_HW_18_bis_unter_30;EINW_HW_30_bis_unter_40;EINW_HW_40_bis_unter_50;EINW_HW_50_bis_unter_60;EINW_HW_60_und_aelter;Haushalte
8335043;Konstanz;"""110""";Litzelstetten;"""1101""";31.12.2017;1739;888;1588;151;270;265;178;218;268;540;893
8335043;Konstanz;"""110""";Litzelstetten;"""1102""";31.12.2017;2025;1065;1826;199;234;322;210;220;339;700;1133
8335043;Konstanz;"""110""";Litzelstetten;"""1103""";31.12.2017;50;19;11;39;5;9;12;8;11;5;29
8335043;Konstanz;"""110""";Litzelstetten;"""110""";31.12.2017;3814;1972;3425;389;509;596;400;446;618;1245;2055
8335043;Konstanz;"""120""";Dingelsdorf;"""1201""";31.12.2017;1797;915;1649;148;281;307;157;207;333;512;919
8335043;Konstanz;"""120""";Dingelsdorf;"""1202""";31.12.2017;334;156;269;65;47;43;39;47;60;98;160
8335043;Konstanz;"""120""";Dingelsdorf;"""120""";31.12.2017;2131;1071;1918;213;328;350;196;254;393;610;1079
8335043;Konstanz;"""130""";Dettingen;"""1301""";31.12.2017;1609;798;1395;214;333;211;224;185;198;458;740
8335043;Konstanz;"""130""";Dettingen;"""1302""";31.12.2017;1725;890;1606;119;256;264;167;218;279;541;858
8335043;Konstanz;"""130""";Dettingen;"""130""";31.12.2017;3334;1688;3001;333;589;475;391;403;477;999;1598
8335043;Konstanz;"""140""";Wallhausen;"""1401""";31.12.2017;1147;608;1014;133;145;208;141;138;191;324;638
8335043;Konstanz;"""140""";Wallhausen;"""140""";31.12.2017;1147;608;1014;133;145;208;141;138;191;324;638
8335043;Konstanz;.;Stadt Konstanz;.;31.12.2017;85892;44498;72795;13097;12090;21087;10909;9649;11696;20461;48362
8335043;Konstanz;"""010""";Altstadt;"""0101""";31.12.2016;1297;661;1046;251;125;433;220;174;143;202;863
8335043;Konstanz;"""010""";Altstadt;"""0102""";31.12.2016;1690;831;1371;319;233;409;286;214;209;339;1049
8335043;Konstanz;"""010""";Altstadt;"""0103""";31.12.2016;2896;1495;2556;340;436;606;447;364;399;644;1686
8335043;Konstanz;"""010""";Altstadt;"""0104""";31.12.2016;2121;1170;1938;183;307;413;276;288;310;527;1273
8335043;Konstanz;"""010""";Altstadt;"""0105""";31.12.2016;1316;703;1198;118;196;331;236;168;181;204;778
8335043;Konstanz;"""010""";Altstadt;"""0106""";31.12.2016;1178;589;988;190;92;372;218;132;140;224;812
8335043;Konstanz;"""010""";Altstadt;"""0107""";31.12.2016;1452;759;1208;244;154;381;245;168;149;355;971
8335043;Konstanz;"""010""";Altstadt;"""010""";31.12.2016;11950;6208;10305;1645;1543;2945;1928;1508;1531;2495;7432
8335043;Konstanz;"""020""";Paradies;"""0201""";31.12.2016;2816;1529;2529;287;371;498;379;363;427;778;1674
8335043;Konstanz;"""020""";Paradies;"""0202""";31.12.2016;1592;899;1407;185;189;276;227;201;202;497;1004
8335043;Konstanz;"""020""";Paradies;"""0203""";31.12.2016;1100;437;725;375;7;1039;41;11;NA;NA;692
8335043;Konstanz;"""020""";Paradies;"""0204""";31.12.2016;608;320;585;23;105;104;53;99;NA;NA;320
8335043;Konstanz;"""020""";Paradies;"""020""";31.12.2016;6116;3185;5246;870;672;1917;700;674;744;1409;3690
8335043;Konstanz;"""030""";Petershausen-West;"""0301""";31.12.2016;972;509;763;209;143;254;145;123;111;196;600
8335043;Konstanz;"""030""";Petershausen-West;"""0302""";31.12.2016;1712;863;1223;489;286;473;254;178;208;313;873
8335043;Konstanz;"""030""";Petershausen-West;"""0303""";31.12.2016;5952;3068;4861;1091;781;1956;998;666;645;906;3403
8335043;Konstanz;"""030""";Petershausen-West;"""0304""";31.12.2016;3215;1605;2455;760;310;1131;451;327;374;622;2071
8335043;Konstanz;"""030""";Petershausen-West;"""0305""";31.12.2016;1702;895;1472;230;249;384;187;209;275;398;954
8335043;Konstanz;"""030""";Petershausen-West;"""0306""";31.12.2016;1999;1052;1729;270;214;663;272;205;259;386;1193
8335043;Konstanz;"""030""";Petershausen-West;"""030""";31.12.2016;15552;7992;12503;3049;1983;4861;2307;1708;1872;2821;9094
8335043;Konstanz;"""035""";Petershausen-Ost;"""0351""";31.12.2016;2073;1134;1668;405;283;550;274;217;250;499;1197
8335043;Konstanz;"""035""";Petershausen-Ost;"""0352""";31.12.2016;1362;772;1255;107;191;205;150;149;174;493;753
8335043;Konstanz;"""035""";Petershausen-Ost;"""0353""";31.12.2016;1246;660;1135;111;166;202;141;141;204;392;731
8335043;Konstanz;"""035""";Petershausen-Ost;"""0354""";31.12.2016;1122;645;1045;77;132;67;71;116;111;625;618
8335043;Konstanz;"""035""";Petershausen-Ost;"""0355""";31.12.2016;1353;696;1267;86;211;268;119;188;189;378;725
8335043;Konstanz;"""035""";Petershausen-Ost;"""035""";31.12.2016;7156;3907;6370;786;983;1292;755;811;928;2387;4024
8335043;Konstanz;"""040""";Koenigsbau;"""0401""";31.12.2016;1134;593;1019;115;129;319;98;128;162;298;663
8335043;Konstanz;"""040""";Koenigsbau;"""0402""";31.12.2016;1609;869;1256;353;383;265;209;220;232;300;752
8335043;Konstanz;"""040""";Koenigsbau;"""0403""";31.12.2016;2494;1254;1884;610;307;1253;251;168;167;348;1320
8335043;Konstanz;"""040""";Koenigsbau;"""0404""";31.12.2016;909;477;814;95;147;197;104;110;132;219;478
8335043;Konstanz;"""040""";Koenigsbau;"""040""";31.12.2016;6146;3193;4973;1173;966;2034;662;626;693;1165;3213
8335043;Konstanz;"""050""";Allmannsdorf;"""0501""";31.12.2016;1659;885;1529;130;250;282;127;197;275;528;890
8335043;Konstanz;"""050""";Allmannsdorf;"""0502""";31.12.2016;1357;734;1208;149;197;307;156;173;181;343;755
8335043;Konstanz;"""050""";Allmannsdorf;"""0503""";31.12.2016;2289;1211;2066;223;284;559;251;232;365;598;1320
8335043;Konstanz;"""050""";Allmannsdorf;"""050""";31.12.2016;5305;2830;4803;502;731;1148;534;602;821;1469;2965
8335043;Konstanz;"""060""";Staad;"""0601""";31.12.2016;1018;539;938;80;131;135;88;136;161;367;581
8335043;Konstanz;"""060""";Staad;"""0602""";31.12.2016;789;411;719;70;125;111;82;111;97;263;424
8335043;Konstanz;"""060""";Staad;"""060""";31.12.2016;1807;950;1657;150;256;246;170;247;258;630;1005
8335043;Konstanz;"""070""";Fuerstenberg;"""0701""";31.12.2016;4381;2280;3514;867;586;1399;522;459;542;873;2541
8335043;Konstanz;"""070""";Fuerstenberg;"""0702""";31.12.2016;3164;1630;2773;391;366;724;361;328;455;930;1820
8335043;Konstanz;"""070""";Fuerstenberg;"""0703""";31.12.2016;2064;1082;1818;246;318;382;239;234;284;607;1090
8335043;Konstanz;"""070""";Fuerstenberg;"""0704""";31.12.2016;2624;1371;2024;600;331;671;336;308;351;627;1553
8335043;Konstanz;"""070""";Fuerstenberg;"""070""";31.12.2016;12233;6363;10129;2104;1601;3176;1458;1329;1632;3037;7004
8335043;Konstanz;"""080""";Wollmatingen;"""0801""";31.12.2016;2682;1408;2247;435;561;469;380;364;362;546;1337
8335043;Konstanz;"""080""";Wollmatingen;"""0802""";31.12.2016;2210;1108;1965;245;473;446;241;349;325;376;1023
8335043;Konstanz;"""080""";Wollmatingen;"""0803""";31.12.2016;1984;960;1673;311;306;447;231;280;308;412;1039
8335043;Konstanz;"""080""";Wollmatingen;"""080""";31.12.2016;6876;3476;5885;991;1340;1362;852;993;995;1334;3399
8335043;Konstanz;"""090""";Industriegebiet;"""0901""";31.12.2016;810;350;553;257;122;195;113;105;126;149;429
8335043;Konstanz;"""090""";Industriegebiet;"""0902""";31.12.2016;126;51;90;36;15;33;22;21;21;14;74
8335043;Konstanz;"""090""";Industriegebiet;"""0903""";31.12.2016;145;56;51;94;26;51;6;26;17;19;62
8335043;Konstanz;"""090""";Industriegebiet;"""090""";31.12.2016;1081;457;694;387;163;279;141;152;164;182;565
8335043;Konstanz;"""100""";Egg;"""1001""";31.12.2016;779;366;728;51;164;157;78;108;138;134;351
8335043;Konstanz;"""100""";Egg;"""100""";31.12.2016;779;366;728;51;164;157;78;108;138;134;351
8335043;Konstanz;"""110""";Litzelstetten;"""1101""";31.12.2016;1737;894;1593;144;NA;273;165;232;258;NA;901
8335043;Konstanz;"""110""";Litzelstetten;"""1102""";31.12.2016;2062;1070;1865;197;243;344;194;248;351;682;1160
8335043;Konstanz;"""110""";Litzelstetten;"""1103""";31.12.2016;42;16;10;32;NA;8;12;9;6;NA;26
8335043;Konstanz;"""110""";Litzelstetten;"""110""";31.12.2016;3841;1980;3468;373;507;625;371;489;615;1234;2087
8335043;Konstanz;"""120""";Dingelsdorf;"""1201""";31.12.2016;1805;918;1675;130;289;318;153;218;335;492;907
8335043;Konstanz;"""120""";Dingelsdorf;"""1202""";31.12.2016;332;158;279;53;48;48;37;41;63;95;163
8335043;Konstanz;"""120""";Dingelsdorf;"""120""";31.12.2016;2137;1076;1954;183;337;366;190;259;398;587;1070
8335043;Konstanz;"""130""";Dettingen;"""1301""";31.12.2016;1608;804;1350;258;337;206;212;200;205;448;729
8335043;Konstanz;"""130""";Dettingen;"""1302""";31.12.2016;1740;914;1622;118;271;251;175;230;293;520;869
8335043;Konstanz;"""130""";Dettingen;"""130""";31.12.2016;3348;1718;2972;376;608;457;387;430;498;968;1598
8335043;Konstanz;"""140""";Wallhausen;"""1401""";31.12.2016;1151;611;1014;137;155;217;125;143;186;325;638
8335043;Konstanz;"""140""";Wallhausen;"""140""";31.12.2016;1151;611;1014;137;155;217;125;143;186;325;638
8335043;Konstanz;.;Stadt Konstanz;.;31.12.2016;85478;44312;72701;12777;12009;21082;10658;10079;11473;20177;48135
8335043;Konstanz;"""010""";Altstadt;"""0101""";31.12.2015;1286;639;1027;259;126;412;224;188;141;195;869
8335043;Konstanz;"""010""";Altstadt;"""0102""";31.12.2015;1685;838;1368;317;225;407;292;221;201;339;1050
8335043;Konstanz;"""010""";Altstadt;"""0103""";31.12.2015;2879;1503;2536;343;427;585;458;392;380;637;1687
8335043;Konstanz;"""010""";Altstadt;"""0104""";31.12.2015;2144;1183;1968;176;311;446;278;305;290;514;1283
8335043;Konstanz;"""010""";Altstadt;"""0105""";31.12.2015;1352;728;1228;124;208;351;240;190;167;196;787
8335043;Konstanz;"""010""";Altstadt;"""0106""";31.12.2015;1213;596;1028;185;94;401;224;142;136;216;830
8335043;Konstanz;"""010""";Altstadt;"""0107""";31.12.2015;1428;760;1197;231;149;380;249;167;141;342;976
8335043;Konstanz;"""010""";Altstadt;"""010""";31.12.2015;11987;6247;10352;1635;1540;2982;1965;1605;1456;2439;7482
8335043;Konstanz;"""020""";Paradies;"""0201""";31.12.2015;2803;1547;2526;277;369;476;388;410;386;774;1669
8335043;Konstanz;"""020""";Paradies;"""0202""";31.12.2015;1557;880;1387;170;189;290;195;202;188;493;983
8335043;Konstanz;"""020""";Paradies;"""0203""";31.12.2015;1155;462;737;418;37;1034;56;19;6;3;710
8335043;Konstanz;"""020""";Paradies;"""0204""";31.12.2015;607;314;580;27;100;113;60;97;106;131;318
8335043;Konstanz;"""020""";Paradies;"""020""";31.12.2015;6122;3203;5230;892;695;1913;699;728;686;1401;3680
8335043;Konstanz;"""030""";Petershausen-West;"""0301""";31.12.2015;921;485;735;186;125;260;121;113;113;189;583
8335043;Konstanz;"""030""";Petershausen-West;"""0302""";31.12.2015;1646;848;1240;406;274;449;234;192;185;312;837
8335043;Konstanz;"""030""";Petershausen-West;"""0303""";31.12.2015;5583;2906;4588;995;741;1828;892;646;616;860;3278
8335043;Konstanz;"""030""";Petershausen-West;"""0304""";31.12.2015;3456;1628;2513;943;329;1259;504;355;387;622;2183
8335043;Konstanz;"""030""";Petershausen-West;"""0305""";31.12.2015;1755;928;1533;222;262;409;197;222;271;394;966
8335043;Konstanz;"""030""";Petershausen-West;"""0306""";31.12.2015;1986;1041;1733;253;234;652;259;209;250;382;1176
8335043;Konstanz;"""030""";Petershausen-West;"""030""";31.12.2015;15347;7836;12342;3005;1965;4857;2207;1737;1822;2759;9023
8335043;Konstanz;"""035""";Petershausen-Ost;"""0351""";31.12.2015;2063;1131;1659;404;290;556;260;222;241;494;1214
8335043;Konstanz;"""035""";Petershausen-Ost;"""0352""";31.12.2015;1363;771;1259;104;200;208;138;163;166;488;751
8335043;Konstanz;"""035""";Petershausen-Ost;"""0353""";31.12.2015;1240;645;1144;96;152;218;128;150;203;389;738
8335043;Konstanz;"""035""";Petershausen-Ost;"""0354""";31.12.2015;1111;645;1044;67;131;64;73;115;102;626;616
8335043;Konstanz;"""035""";Petershausen-Ost;"""0355""";31.12.2015;1343;696;1249;94;211;255;112;193;201;371;722
8335043;Konstanz;"""035""";Petershausen-Ost;"""035""";31.12.2015;7120;3888;6355;765;984;1301;711;843;913;2368;4041
8335043;Konstanz;"""040""";Koenigsbau;"""0401""";31.12.2015;1131;602;1032;99;138;299;93;148;161;292;668
8335043;Konstanz;"""040""";Koenigsbau;"""0402""";31.12.2015;1612;869;1258;354;384;280;204;220;237;287;744
8335043;Konstanz;"""040""";Koenigsbau;"""0403""";31.12.2015;2207;1096;1737;470;193;1196;188;140;166;324;1254
8335043;Konstanz;"""040""";Koenigsbau;"""0404""";31.12.2015;903;469;816;87;155;183;105;112;130;218;473
8335043;Konstanz;"""040""";Koenigsbau;"""040""";31.12.2015;5853;3036;4843;1010;870;1958;590;620;694;1121;3139
8335043;Konstanz;"""050""";Allmannsdorf;"""0501""";31.12.2015;1677;895;1545;132;264;281;137;201;268;526;885
8335043;Konstanz;"""050""";Allmannsdorf;"""0502""";31.12.2015;1341;718;1205;136;193;301;148;181;176;342;748
8335043;Konstanz;"""050""";Allmannsdorf;"""0503""";31.12.2015;2297;1205;2045;252;284;587;227;257;361;581;1353
8335043;Konstanz;"""050""";Allmannsdorf;"""050""";31.12.2015;5315;2818;4795;520;741;1169;512;639;805;1449;2986
8335043;Konstanz;"""060""";Staad;"""0601""";31.12.2015;1018;540;943;75;126;138;83;141;153;377;583
8335043;Konstanz;"""060""";Staad;"""0602""";31.12.2015;779;405;709;70;121;97;89;120;96;256;425
8335043;Konstanz;"""060""";Staad;"""060""";31.12.2015;1797;945;1652;145;247;235;172;261;249;633;1008
8335043;Konstanz;"""070""";Fuerstenberg;"""0701""";31.12.2015;4175;2190;3378;797;576;1214;521;475;531;858;2388
8335043;Konstanz;"""070""";Fuerstenberg;"""0702""";31.12.2015;3163;1624;2820;343;382;692;371;351;448;919;1812
8335043;Konstanz;"""070""";Fuerstenberg;"""0703""";31.12.2015;2077;1087;1815;262;310;403;232;239;273;620;1098
8335043;Konstanz;"""070""";Fuerstenberg;"""0704""";31.12.2015;2607;1367;2055;552;347;674;341;289;335;621;1536
8335043;Konstanz;"""070""";Fuerstenberg;"""070""";31.12.2015;12022;6268;10068;1954;1615;2983;1465;1354;1587;3018;6834
8335043;Konstanz;"""080""";Wollmatingen;"""0801""";31.12.2015;2643;1399;2234;409;569;432;370;364;354;554;1294
8335043;Konstanz;"""080""";Wollmatingen;"""0802""";31.12.2015;2191;1108;1930;261;485;426;258;358;303;361;1013
8335043;Konstanz;"""080""";Wollmatingen;"""0803""";31.12.2015;1849;961;1662;187;314;345;204;300;278;408;958
8335043;Konstanz;"""080""";Wollmatingen;"""080""";31.12.2015;6683;3468;5826;857;1368;1203;832;1022;935;1323;3265
8335043;Konstanz;"""090""";Industriegebiet;"""0901""";31.12.2015;821;353;561;260;122;172;122;144;119;142;439
8335043;Konstanz;"""090""";Industriegebiet;"""0902""";31.12.2015;136;59;102;34;NA;36;NA;17;23;14;76
8335043;Konstanz;"""090""";Industriegebiet;"""0903""";31.12.2015;67;23;53;14;NA;14;NA;14;16;17;45
8335043;Konstanz;"""090""";Industriegebiet;"""090""";31.12.2015;1024;435;716;308;143;222;153;175;158;173;560
8335043;Konstanz;"""100""";Egg;"""1001""";31.12.2015;757;368;709;48;168;130;85;123;119;132;332
8335043;Konstanz;"""100""";Egg;"""100""";31.12.2015;757;368;709;48;168;130;85;123;119;132;332
8335043;Konstanz;"""110""";Litzelstetten;"""1101""";31.12.2015;1723;900;1598;125;NA;254;161;268;225;NA;907
8335043;Konstanz;"""110""";Litzelstetten;"""1102""";31.12.2015;2056;1063;1865;191;236;354;183;265;343;675;1161
8335043;Konstanz;"""110""";Litzelstetten;"""1103""";31.12.2015;40;16;12;28;NA;14;6;8;7;NA;28
8335043;Konstanz;"""110""";Litzelstetten;"""110""";31.12.2015;3819;1979;3475;344;490;622;350;541;575;1241;2096
8335043;Konstanz;"""120""";Dingelsdorf;"""1201""";31.12.2015;1808;930;1686;122;301;303;174;232;318;480;901
8335043;Konstanz;"""120""";Dingelsdorf;"""1202""";31.12.2015;334;160;284;50;44;53;37;45;67;88;167
8335043;Konstanz;"""120""";Dingelsdorf;"""120""";31.12.2015;2142;1090;1970;172;345;356;211;277;385;568;1068
8335043;Konstanz;"""130""";Dettingen;"""1301""";31.12.2015;1390;701;1290;100;250;171;157;175;192;445;660
8335043;Konstanz;"""130""";Dettingen;"""1302""";31.12.2015;1751;911;1627;124;274;248;186;252;282;509;867
8335043;Konstanz;"""130""";Dettingen;"""130""";31.12.2015;3141;1612;2917;224;524;419;343;427;474;954;1527
8335043;Konstanz;"""140""";Wallhausen;"""1401""";31.12.2015;1161;625;1036;125;147;233;122;149;193;317;633
8335043;Konstanz;"""140""";Wallhausen;"""140""";31.12.2015;1161;625;1036;125;147;233;122;149;193;317;633
8335043;Konstanz;.;Stadt Konstanz;.;31.12.2015;84290;43818;72286;12004;11842;20583;10417;10501;11051;19896;47674
8335043;Konstanz;"""010""";Altstadt;"""0101""";31.12.2014;1281;651;1009;272;130;410;236;178;139;188;865
8335043;Konstanz;"""010""";Altstadt;"""0102""";31.12.2014;1707;842;1385;322;228;410;293;244;201;331;1059
8335043;Konstanz;"""010""";Altstadt;"""0103""";31.12.2014;2859;1502;2533;326;420;585;458;392;367;637;1685
8335043;Konstanz;"""010""";Altstadt;"""0104""";31.12.2014;2121;1198;1958;163;307;433;286;318;263;514;1282
8335043;Konstanz;"""010""";Altstadt;"""0105""";31.12.2014;1318;708;1197;121;192;360;226;193;151;196;796
8335043;Konstanz;"""010""";Altstadt;"""0106""";31.12.2014;1232;621;1055;177;94;415;222;149;139;213;834
8335043;Konstanz;"""010""";Altstadt;"""0107""";31.12.2014;1429;741;1205;224;148;390;242;174;138;337;986
8335043;Konstanz;"""010""";Altstadt;"""010""";31.12.2014;11947;6263;10342;1605;1519;3003;1963;1648;1398;2416;7507
8335043;Konstanz;"""020""";Paradies;"""0201""";31.12.2014;2784;1519;2520;264;368;494;373;419;375;755;1660
8335043;Konstanz;"""020""";Paradies;"""0202""";31.12.2014;1552;884;1379;173;196;290;190;199;179;498;972
8335043;Konstanz;"""020""";Paradies;"""0203""";31.12.2014;1079;423;716;363;9;999;52;12;4;NA;699
8335043;Konstanz;"""020""";Paradies;"""0204""";31.12.2014;617;316;591;26;108;110;64;105;96;NA;326
8335043;Konstanz;"""020""";Paradies;"""020""";31.12.2014;6032;3142;5206;826;681;1893;679;735;654;1390;3657
8335043;Konstanz;"""030""";Petershausen-West;"""0301""";31.12.2014;904;473;717;187;113;254;115;120;112;190;564
8335043;Konstanz;"""030""";Petershausen-West;"""0302""";31.12.2014;1658;860;1223;435;281;452;227;213;181;304;849
8335043;Konstanz;"""030""";Petershausen-West;"""0303""";31.12.2014;5421;2830;4508;913;744;1788;822;651;572;844;3175
8335043;Konstanz;"""030""";Petershausen-West;"""0304""";31.12.2014;3212;1580;2529;683;310;1120;444;344;363;631;2055
8335043;Konstanz;"""030""";Petershausen-West;"""0305""";31.12.2014;1745;928;1568;177;254;407;187;234;254;409;971
8335043;Konstanz;"""030""";Petershausen-West;"""0306""";31.12.2014;1951;1010;1683;268;230;625;263;229;239;365;1135
8335043;Konstanz;"""030""";Petershausen-West;"""030""";31.12.2014;14891;7681;12228;2663;1932;4646;2058;1791;1721;2743;8749
8335043;Konstanz;"""035""";Petershausen-Ost;"""0351""";31.12.2014;2039;1110;1688;351;285;566;243;218;244;483;1216
8335043;Konstanz;"""035""";Petershausen-Ost;"""0352""";31.12.2014;1366;782;1278;88;203;203;133;167;178;482;748
8335043;Konstanz;"""035""";Petershausen-Ost;"""0353""";31.12.2014;1232;643;1143;89;167;207;122;155;195;386;728
8335043;Konstanz;"""035""";Petershausen-Ost;"""0354""";31.12.2014;1101;646;1043;58;130;59;68;118;95;631;602
8335043;Konstanz;"""035""";Petershausen-Ost;"""0355""";31.12.2014;1329;692;1240;89;204;255;106;197;199;368;713
8335043;Konstanz;"""035""";Petershausen-Ost;"""035""";31.12.2014;7067;3873;6392;675;989;1290;672;855;911;2350;4007
8335043;Konstanz;"""040""";Koenigsbau;"""0401""";31.12.2014;1125;612;1019;106;133;303;91;143;156;299;675
8335043;Konstanz;"""040""";Koenigsbau;"""0402""";31.12.2014;1573;846;1249;324;377;273;189;231;213;290;722
8335043;Konstanz;"""040""";Koenigsbau;"""0403""";31.12.2014;2156;1071;1701;455;181;1183;163;131;162;336;1239
8335043;Konstanz;"""040""";Koenigsbau;"""0404""";31.12.2014;919;476;836;83;157;192;118;107;126;219;478
8335043;Konstanz;"""040""";Koenigsbau;"""040""";31.12.2014;5773;3005;4805;968;848;1951;561;612;657;1144;3114
8335043;Konstanz;"""050""";Allmannsdorf;"""0501""";31.12.2014;1667;884;1548;119;259;264;146;227;246;525;866
8335043;Konstanz;"""050""";Allmannsdorf;"""0502""";31.12.2014;1347;717;1214;133;192;295;149;191;174;346;752
8335043;Konstanz;"""050""";Allmannsdorf;"""0503""";31.12.2014;2279;1204;2050;229;285;571;220;278;349;576;1337
8335043;Konstanz;"""050""";Allmannsdorf;"""050""";31.12.2014;5293;2805;4812;481;736;1130;515;696;769;1447;2955
8335043;Konstanz;"""060""";Staad;"""0601""";31.12.2014;1039;555;958;81;127;150;95;152;138;377;591
8335043;Konstanz;"""060""";Staad;"""0602""";31.12.2014;774;411;705;69;112;112;84;114;88;264;423
8335043;Konstanz;"""060""";Staad;"""060""";31.12.2014;1813;966;1663;150;239;262;179;266;226;641;1014
8335043;Konstanz;"""070""";Fuerstenberg;"""0701""";31.12.2014;4026;2128;3316;710;588;1092;483;486;532;845;2308
8335043;Konstanz;"""070""";Fuerstenberg;"""0702""";31.12.2014;3062;1565;2749;313;369;668;343;353;430;899;1766
8335043;Konstanz;"""070""";Fuerstenberg;"""0703""";31.12.2014;2065;1098;1831;234;312;379;237;225;281;631;1111
8335043;Konstanz;"""070""";Fuerstenberg;"""0704""";31.12.2014;2594;1340;2072;522;328;697;324;287;339;619;1518
8335043;Konstanz;"""070""";Fuerstenberg;"""070""";31.12.2014;11747;6131;9968;1779;1597;2836;1387;1351;1582;2994;6703
8335043;Konstanz;"""080""";Wollmatingen;"""0801""";31.12.2014;2644;1395;2216;428;547;447;365;383;343;559;1303
8335043;Konstanz;"""080""";Wollmatingen;"""0802""";31.12.2014;2130;1077;1890;240;478;390;257;380;270;355;989
8335043;Konstanz;"""080""";Wollmatingen;"""0803""";31.12.2014;1839;950;1665;174;333;350;208;299;248;401;943
8335043;Konstanz;"""080""";Wollmatingen;"""080""";31.12.2014;6613;3422;5771;842;1358;1187;830;1062;861;1315;3235
8335043;Konstanz;"""090""";Industriegebiet;"""0901""";31.12.2014;788;353;575;213;121;165;108;130;131;133;422
8335043;Konstanz;"""090""";Industriegebiet;"""0902""";31.12.2014;128;55;91;37;15;32;21;21;20;19;75
8335043;Konstanz;"""090""";Industriegebiet;"""0903""";31.12.2014;35;11;31;4;0;6;5;4;9;11;31
8335043;Konstanz;"""090""";Industriegebiet;"""090""";31.12.2014;951;419;697;254;136;203;134;155;160;163;528
8335043;Konstanz;"""100""";Egg;"""1001""";31.12.2014;770;373;732;38;174;126;91;137;114;128;332
8335043;Konstanz;"""100""";Egg;"""100""";31.12.2014;770;373;732;38;174;126;91;137;114;128;332
8335043;Konstanz;"""110""";Litzelstetten;"""1101""";31.12.2014;1745;909;1.623;122;NA;261;159;271;231;NA;905
8335043;Konstanz;"""110""";Litzelstetten;"""1102""";31.12.2014;2082;1073;1.895;187;256;343;197;289;347;650;1157
8335043;Konstanz;"""110""";Litzelstetten;"""1103""";31.12.2014;43;17;11;32;NA;12;11;7;7;NA;26
8335043;Konstanz;"""110""";Litzelstetten;"""110""";31.12.2014;3870;1999;3529;341;523;616;367;567;585;1212;2088
8335043;Konstanz;"""120""";Dingelsdorf;"""1201""";31.12.2014;1792;925;1680;112;292;298;161;256;313;472;894
8335043;Konstanz;"""120""";Dingelsdorf;"""1202""";31.12.2014;330;157;296;34;44;59;35;42;61;89;166
8335043;Konstanz;"""120""";Dingelsdorf;"""120""";31.12.2014;2122;1082;1976;146;336;357;196;298;374;561;1060
8335043;Konstanz;"""130""";Dettingen;"""1301""";31.12.2014;1397;713;1310;87;237;193;151;176;202;438;665
8335043;Konstanz;"""130""";Dettingen;"""1302""";31.12.2014;1727;898;1631;96;280;254;171;251;266;505;846
8335043;Konstanz;"""130""";Dettingen;"""130""";31.12.2014;3124;1611;2941;183;517;447;322;427;468;943;1511
8335043;Konstanz;"""140""";Wallhausen;"""1401""";31.12.2014;1166;630;1.030;136;157;217;133;152;186;321;654
8335043;Konstanz;"""140""";Wallhausen;"""140""";31.12.2014;1166;630;1030;136;157;217;133;152;186;321;654
8335043;Konstanz;.;Stadt Konstanz;.;31.12.2014;83179;43402;72092;11087;11742;20164;10087;10752;10666;19768;47114
8335043;Konstanz;"""010""";Altstadt;"""0101""";31.12.2013;1300;650;1023;277;132;414;250;186;126;192;889
8335043;Konstanz;"""010""";Altstadt;"""0102""";31.12.2013;1713;847;1382;331;221;430;287;256;206;313;1060
8335043;Konstanz;"""010""";Altstadt;"""0103""";31.12.2013;2823;1481;2504;319;416;576;449;427;340;615;1680
8335043;Konstanz;"""010""";Altstadt;"""0104""";31.12.2013;2147;1213;1981;166;316;448;297;312;254;520;1284
8335043;Konstanz;"""010""";Altstadt;"""0105""";31.12.2013;1324;710;1206;118;197;359;224;213;147;184;806
8335043;Konstanz;"""010""";Altstadt;"""0106""";31.12.2013;1221;610;1064;157;84;414;236;148;134;205;855
8335043;Konstanz;"""010""";Altstadt;"""0107""";31.12.2013;1395;720;1187;208;139;388;237;169;145;317;983
8335043;Konstanz;"""010""";Altstadt;"""010""";31.12.2013;11923;6231;10347;1576;1505;3029;1980;1711;1352;2346;7557
8335043;Konstanz;"""020""";Paradies;"""0201""";31.12.2013;2.798;1.518;2.539;259;394;489;370;439;349;757;1.667
8335043;Konstanz;"""020""";Paradies;"""0202""";31.12.2013;1.534;883;1.366;168;189;271;201;202;177;494;959
8335043;Konstanz;"""020""";Paradies;"""0203""";31.12.2013;1.060;442;677;383;8;1.006;37;6;NA;NA;678
8335043;Konstanz;"""020""";Paradies;"""0204""";31.12.2013;638;320;616;22;121;120;71;110;NA;NA;330
8335043;Konstanz;"""020""";Paradies;"""020""";31.12.2013;6.030;3.163;5.198;832;712;1.886;679;757;608;1.388;3.634
8335043;Konstanz;"""030""";Petershausen-West;"""0301""";31.12.2013;1.070;535;755;315;158;307;164;136;115;190;629
8335043;Konstanz;"""030""";Petershausen-West;"""0302""";31.12.2013;1.652;843;1.203;449;286;443;228;216;176;303;850
8335043;Konstanz;"""030""";Petershausen-West;"""0303""";31.12.2013;5.269;2.762;4.470;799;720;1.801;768;617;549;814;3.124
